,Source,Start_Lat,Start_Lng,Distance(mi),Side,City,State,Timezone,Airport_Code,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Severity_of_accidents,year_recorded,month_recorded,day_recorded,diff_hours,diff_minutes
549389,MapQuest,45.468452,-122.689095,0.0,R,Portland,OR,US/Pacific,KPDX,62.0,62.0,80.0,29.99,7.0,SSE,6.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,6,20,1.2855555555555556,77.13333333333334
537305,MapQuest,36.162258,-86.849152,0.0,R,Nashville,TN,US/Central,KBNA,72.0,72.0,59.0,29.42,10.0,S,14.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,5,15,0.7452777777777778,44.71666666666667
2802642,Bing,46.34319,-93.85664,0.0,R,Deerwood,MN,US/Central,KAIT,52.0,52.0,94.0,28.47,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,6,28,3.2319444444444443,193.91666666666666
1618250,MapQuest,45.528706,-122.68028999999999,0.0,L,Portland,OR,US/Pacific,KPDX,51.1,,86.0,30.16,10.0,SE,4.6,Light Rain,True,False,False,False,False,False,False,False,False,True,False,False,Night,1,2018,10,29,0.9961111111111111,59.766666666666666
2136131,MapQuest,33.769802,-84.38517,0.0,R,Atlanta,GA,US/Eastern,KFTY,37.0,30.4,73.0,30.38,10.0,NNW,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,1,16,0.495,29.7
471369,MapQuest,41.760757,-88.065216,0.0,L,Woodridge,IL,US/Central,KLOT,93.6,,31.0,29.9,10.0,SW,13.8,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2017,6,12,0.7477777777777778,44.86666666666667
441249,MapQuest,34.029441999999996,-117.33004,0.00999999977648,R,Colton,CA,US/Pacific,KSBD,71.6,,46.0,29.96,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,5,23,0.5,30.0
3163856,Bing,41.89467,-88.1027,0.0,L,Carol Stream,IL,US/Central,KDPA,46.9,,50.0,30.27,10.0,South,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2019,3,12,0.48583333333333334,29.15
2515483,Bing,39.75517,-75.44183000000001,0.623,R,Pedricktown,NJ,US/Eastern,KPHL,37.9,30.5,55.0,30.1,10.0,NW,11.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2016,12,13,6.0,360.0
1335613,MapQuest,43.243328000000005,-77.659126,0.0,R,Rochester,NY,US/Eastern,KROC,28.0,21.7,100.0,30.1,1.2,ENE,5.8,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,2,7,0.7766666666666666,46.6
1678820,MapQuest,34.068591999999995,-118.15118400000001,0.0,R,Alhambra,CA,US/Pacific,KCQT,64.0,,87.0,29.91,7.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,9,27,0.9941666666666666,59.65
41313,MapQuest,37.369366,-121.96540800000001,0.01,R,Santa Clara,CA,US/Pacific,KSJC,71.1,,55.0,29.82,10.0,Variable,4.6,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,6,6,0.5,30.0
1783853,MapQuest,33.893211,-118.26531200000001,0.0,L,Compton,CA,US/Pacific,KHHR,69.1,,84.0,30.04,10.0,SW,4.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2018,7,21,0.49444444444444446,29.666666666666668
1793438,MapQuest,39.810764,-74.945953,0.20999999344300002,L,West Berlin,NJ,US/Eastern,KVAY,72.0,,100.0,29.97,3.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,7,27,0.9897222222222222,59.38333333333333
3437997,Bing,29.783490000000004,-95.47476,0.413,R,Houston,TX,US/Central,KMCJ,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2017,8,29,6.0,360.0
2728048,Bing,41.002959999999995,-111.90873,0.0,R,Farmington,UT,US/Mountain,KHIF,90.0,90.0,15.0,25.2,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,5,29,0.9833333333333333,59.0
2229396,MapQuest,37.584156,-77.462532,0.0,R,Richmond,VA,US/Eastern,KOFP,72.0,,66.0,30.27,10.0,South,10.4,Clear,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2017,11,2,0.7430555555555556,44.583333333333336
2722749,Bing,36.060829999999996,-95.86035,0.0,R,Tulsa,OK,US/Central,KRVS,72.0,72.0,78.0,29.15,10.0,SSW,5.0,Cloudy,False,False,True,False,False,False,False,False,False,True,False,True,Day,1,2020,5,27,1.5,90.0
2211503,MapQuest,40.718478999999995,-111.90428899999999,0.0,R,Salt Lake City,UT,US/Mountain,KSLC,37.0,31.6,42.0,30.14,10.0,NNW,6.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,12,21,0.4777777777777778,28.666666666666668
2440674,MapQuest,39.217991,-84.551781,0.0,L,Cincinnati,OH,US/Eastern,KHAO,70.0,,84.0,29.96,10.0,Calm,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2017,8,14,0.4752777777777778,28.516666666666666
3489232,Bing,36.985209999999995,-122.02685,0.295,R,Santa Cruz,CA,US/Pacific,KWVI,54.0,54.0,93.0,29.9,1.0,NNE,3.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,7,1,0.48638888888888887,29.183333333333334
1847636,MapQuest,29.898148,-90.080055,0.0,R,Harvey,LA,US/Central,KNBG,90.0,,65.0,30.04,10.0,Calm,,Thunderstorm,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,6,25,0.46555555555555556,27.933333333333334
3182478,Bing,39.89642,-83.04687,3.102,R,Grove City,OH,US/Eastern,KTZR,36.9,32.2,100.0,29.75,5.0,ESE,5.8,Rain,False,False,False,False,True,False,False,False,False,False,False,False,Night,2,2019,2,12,0.49944444444444447,29.966666666666665
863617,MapQuest,33.408211,-111.75810200000001,0.0,R,Mesa,AZ,US/Mountain,KFFZ,61.0,61.0,30.0,28.78,10.0,ESE,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,11,4,0.7877777777777778,47.266666666666666
1950111,MapQuest,32.965229,-80.16674,0.0,R,Summerville,SC,US/Eastern,KDYB,71.6,,69.0,30.21,10.0,SSW,6.9,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,4,13,0.9888888888888889,59.333333333333336
3039439,Bing,41.5623,-87.7436,0.579,R,Tinley Park,IL,US/Central,KIGQ,28.0,28.0,87.0,29.71,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,12,6,0.4836111111111111,29.016666666666666
404337,MapQuest,34.04388,-116.583923,0.01,R,Morongo Valley,CA,US/Pacific,KPSP,82.9,,21.0,29.81,10.0,NW,18.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,4,14,0.7463888888888889,44.78333333333333
2918303,Bing,27.922790000000003,-82.36873,0.0,L,Tampa,FL,US/Eastern,KTPF,61.0,61.0,100.0,30.11,10.0,NE,3.0,Light Rain,False,False,False,False,False,False,False,False,True,False,False,True,Day,1,2020,4,16,0.75,45.0
1385657,MapQuest,32.734097,-97.062569,0.0,R,Arlington,TX,US/Central,KGPM,37.6,,83.0,30.1,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,1,5,0.4866666666666667,29.2
1585950,MapQuest,39.143581,-123.196152,0.0,R,Ukiah,CA,US/Pacific,KUKI,84.0,,6.0,30.09,10.0,Calm,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2018,10,15,0.4961111111111111,29.766666666666666
561965,MapQuest,30.181856,-81.62889100000001,0.0,R,Jacksonville,FL,US/Eastern,KNIP,76.0,76.0,85.0,30.02,10.0,SSW,5.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,6,5,0.495,29.7
2584965,Bing,41.82172,-71.42016,0.556,R,Providence,RI,US/Eastern,KPVD,51.1,,86.0,29.86,10.0,ENE,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,5,3,6.0,360.0
3234335,Bing,42.688140000000004,-123.39253000000001,0.16,R,Wolf Creek,OR,US/Pacific,KSXT,39.0,32.8,89.0,30.2,10.0,North,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,11,6,4.0,240.0
781027,MapQuest,38.945118,-95.037796,0.0,R,Eudora,KS,US/Central,KLWC,27.0,27.0,89.0,29.01,10.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,12,13,1.2455555555555555,74.73333333333333
204388,MapQuest,41.292007,-72.571381,0.01,R,Madison,CT,US/Eastern,KSNC,66.2,,23.0,30.0,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,11,8,0.49416666666666664,29.65
1598890,MapQuest,38.558941,-121.473747,0.0,R,Sacramento,CA,US/Pacific,KSAC,68.0,,47.0,29.9,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,10,20,0.4961111111111111,29.766666666666666
1907648,MapQuest,39.151169,-76.625336,0.0,R,Glen Burnie,MD,US/Eastern,KBWI,71.1,,90.0,29.96,10.0,West,8.1,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,5,23,0.4963888888888889,29.783333333333335
493030,MapQuest,37.560608,-122.03521,0.52999997139,R,Fremont,CA,US/Pacific,KPAO,62.6,,88.0,29.87,10.0,Calm,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,7,24,0.48194444444444445,28.916666666666668
3287429,Bing,34.03042,-117.61545,0.501,R,Ontario,CA,US/Pacific,KONT,91.0,,41.0,29.83,10.0,WSW,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,8,20,0.49277777777777776,29.566666666666666
900266,MapQuest,37.779057,-122.401871,0.0,R,San Francisco,CA,US/Pacific,KOAK,54.0,54.0,64.0,29.54,10.0,NW,9.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,Night,1,2019,11,20,0.7463888888888889,44.78333333333333
1937121,MapQuest,42.174091,-73.518585,0.0,R,Hillsdale,NY,US/Eastern,KPSF,34.0,27.2,54.0,29.86,10.0,WNW,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,4,7,0.7405555555555555,44.43333333333333
789023,MapQuest,39.200409,-121.05953999999998,0.0,R,Grass Valley,CA,US/Pacific,KGOO,45.0,41.0,37.0,26.81,10.0,VAR,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,12,17,1.8825,112.95
1334083,MapQuest,44.906651000000004,-94.150047,1.60000002384,R,Silver Lake,MN,US/Central,KHCD,16.2,7.6,81.0,30.04,3.0,NNW,5.8,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,2,6,0.495,29.7
3378628,Bing,37.495259999999995,-122.22908999999999,0.34600000000000003,R,Redwood City,CA,US/Pacific,KSQL,60.8,,63.0,30.06,10.0,North,6.9,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2017,12,1,6.0,360.0
2405092,MapQuest,41.56892,-87.356071,0.0,R,Gary,IN,US/Central,KGYY,59.0,,67.0,30.2,20.0,WNW,9.2,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,9,28,0.495,29.7
1659153,MapQuest,40.683128,-75.28850600000001,0.0,R,Easton,PA,US/Eastern,KABE,69.1,,81.0,29.9,10.0,Calm,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2018,9,19,0.49472222222222223,29.683333333333334
411563,MapQuest,27.388996000000002,-82.513908,0.01,R,Sarasota,FL,US/Eastern,KSRQ,82.0,,42.0,30.15,10.0,East,13.8,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2017,4,19,0.7438888888888889,44.63333333333333
1287649,MapQuest,33.298901,-97.178329,0.0,L,Denton,TX,US/Central,KDTO,50.0,,36.0,30.38,10.0,North,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2019,3,15,0.7688888888888888,46.13333333333333
1398626,MapQuest-Bing,38.244609999999994,-122.08144399999999,0.0,R,Fairfield,CA,US/Pacific,KSUU,51.1,,89.0,29.92,7.0,North,11.5,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,Night,2,2019,1,11,0.4961111111111111,29.766666666666666
2583191,Bing,40.75338,-74.21078,0.099,R,East Orange,NJ,US/Eastern,KEWR,42.1,33.6,25.0,30.3,10.0,North,18.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,4,5,6.0,360.0
705444,MapQuest,25.628229,-80.360069,0.0,L,Miami,FL,US/Eastern,KTMB,74.0,74.0,93.0,30.15,10.0,ENE,8.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,2,10,1.495,89.7
3014966,Bing,33.845974,-118.092254,0.0,R,Cerritos,CA,US/Pacific,KFUL,70.0,70.0,16.0,30.06,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,2,26,2.873611111111111,172.41666666666666
2997672,Bing,41.29606,-111.96893999999999,0.0,L,Ogden,UT,US/Mountain,KOGD,30.0,25.0,56.0,25.51,10.0,S,5.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,Day,1,2020,2,12,1.6,96.0
923185,MapQuest,35.515091,-97.630951,0.0,L,Bethany,OK,US/Central,KPWA,86.0,86.0,57.0,28.59,10.0,SSW,21.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,10,1,1.7491666666666668,104.95
1530616,MapQuest,37.243786,-121.77258300000001,0.0,R,San Jose,CA,US/Pacific,KRHV,48.2,,54.0,30.03,3.0,Calm,,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,11,17,0.7452777777777778,44.71666666666667
1721223,MapQuest,41.108627,-73.40625,3.04999995232,R,Norwalk,CT,US/Eastern,KBDR,73.0,,71.0,30.04,10.0,ESE,11.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,8,19,0.48583333333333334,29.15
1084057,MapQuest,38.638195,-90.447601,0.0,R,Saint Louis,MO,US/Central,KSTL,94.0,94.0,52.0,29.2,10.0,SW,15.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,8,12,0.49277777777777776,29.566666666666666
3338056,Bing,30.214361,-90.949913,4.655,R,Gonzales,LA,US/Central,KL38,76.0,76.0,56.0,29.9,10.0,WSW,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,3,5,6.0,360.0
2308753,MapQuest,47.5527,-122.33240500000001,0.0,R,Seattle,WA,US/Pacific,KBFI,48.9,,90.0,30.04,10.0,SSE,9.2,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,10,12,0.9969444444444444,59.81666666666667
2111708,MapQuest,35.81665,-78.60073100000001,0.0,R,Raleigh,NC,US/Eastern,KRDU,28.0,19.3,31.0,29.88,10.0,NW,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,1,4,0.49666666666666665,29.8
2850707,Bing,32.714309,-117.127609,0.0,R,San Diego,CA,US/Pacific,KSAN,61.0,61.0,93.0,29.84,7.0,W,9.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,12,0.5163888888888889,30.983333333333334
191932,MapQuest,42.213242,-83.222473,0.0,R,Southgate,MI,US/Eastern,KONZ,83.5,,76.0,29.99,10.0,SSW,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2016,9,7,0.5,30.0
3365146,Bing,34.15338,-118.36461000000001,0.23,R,North Hollywood,CA,US/Pacific,KBUR,64.9,,68.0,30.19,10.0,SW,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,1,5,6.0,360.0
123963,MapQuest,26.007812,-80.34072900000001,0.01,R,Pembroke Pines,FL,US/Eastern,KHWO,73.9,,48.0,30.08,10.0,Variable,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,1,25,0.745,44.7
3382681,Bing,33.15565,-117.33854,0.5,R,Carlsbad,CA,US/Pacific,KCRQ,66.9,,19.0,30.16,10.0,NE,4.6,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Night,1,2017,12,11,6.0,360.0
470689,MapQuest,41.263259999999995,-96.076172,0.0,R,Omaha,NE,US/Central,KMLE,84.2,,63.0,29.77,10.0,South,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,6,29,0.7444444444444445,44.666666666666664
574682,MapQuest,40.009689,-75.206467,0.0,R,Philadelphia,PA,US/Eastern,KPHL,72.0,72.0,71.0,30.17,10.0,ENE,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,6,17,0.7438888888888889,44.63333333333333
608498,MapQuest,29.68947,-95.553871,0.0,R,Houston,TX,US/Central,KMCJ,84.0,84.0,61.0,29.76,10.0,S,20.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2020,3,26,1.281388888888889,76.88333333333334
1496915,MapQuest,39.060486,-94.371689,0.0,R,Independence,MO,US/Central,KLXT,52.0,,93.0,29.85,9.0,SSE,12.7,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2018,11,3,0.4938888888888889,29.633333333333333
3334477,Bing,39.17223,-94.55425,0.307,R,Kansas City,MO,US/Central,KMKC,51.1,,83.0,30.14,10.0,North,12.7,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2018,4,25,6.0,360.0
108771,MapQuest,34.153316,-118.376724,0.01,R,North Hollywood,CA,US/Pacific,KBUR,57.9,,72.0,29.94,10.0,SE,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,5,24,0.5,30.0
896075,MapQuest,28.258784999999996,-82.674446,0.0,R,New Port Richey,FL,US/Eastern,KBKV,47.0,47.0,93.0,29.8,10.0,CALM,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2019,11,19,2.4955555555555557,149.73333333333332
3243273,Bing,40.700520000000004,-73.50350999999999,0.32,R,Wantagh,NY,US/Eastern,KFRG,43.0,34.2,49.0,29.99,10.0,West,20.7,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,11,21,0.49083333333333334,29.45
109762,MapQuest,33.873932,-118.224747,0.01,R,Compton,CA,US/Pacific,KHHR,63.0,,67.0,29.97,10.0,SSW,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2016,5,26,0.5,30.0
2748103,Bing,37.495090000000005,-77.0187,3.4139999999999997,R,New Kent,VA,US/Eastern,KFYJ,54.0,54.0,83.0,29.93,10.0,ESE,6.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,5,5,0.25,15.0
77779,MapQuest,34.221714,-118.410095,0.0,R,Sun Valley,CA,US/Pacific,KBUR,68.0,,61.0,29.89,10.0,SE,8.1,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Night,1,2016,9,16,0.75,45.0
2331106,MapQuest,43.001373,-89.200333,0.0,R,Stoughton,WI,US/Central,KMSN,43.0,36.8,89.0,29.58,10.0,NW,11.5,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,10,24,0.48333333333333334,29.0
798967,MapQuest,35.182109999999994,-80.875801,0.0,R,Charlotte,NC,US/Eastern,KCLT,47.0,41.0,90.0,29.26,5.0,NNE,14.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,12,23,0.49472222222222223,29.683333333333334
177444,MapQuest,41.731533,-88.050453,0.0,R,Woodridge,IL,US/Central,KLOT,75.0,,37.0,30.06,10.0,West,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,6,29,1.0,60.0
2296150,MapQuest,47.704014,-122.17981,0.0,R,Kirkland,WA,US/Pacific,KBFI,46.0,43.1,89.0,30.1,10.0,South,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,2,2017,10,6,0.4955555555555556,29.733333333333334
1950097,MapQuest,33.465961,-81.96243299999999,0.0,R,Augusta,GA,US/Eastern,KDNL,55.0,,89.0,30.16,8.0,SE,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,4,13,0.9919444444444444,59.516666666666666
1103372,MapQuest,36.157848,-86.781441,0.0,L,Nashville,TN,US/Central,KBNA,76.0,76.0,74.0,29.24,10.0,SSW,9.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2019,6,6,1.0383333333333333,62.3
241404,MapQuest,40.095772,-76.30497700000001,0.01,L,Lancaster,PA,US/Eastern,KLNS,52.0,,59.0,29.88,10.0,SW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2016,11,10,0.4955555555555556,29.733333333333334
1796560,MapQuest,34.576572,-79.151619,0.0,R,Lumberton,NC,US/Eastern,KLBT,84.0,,72.0,30.06,10.0,ESE,4.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,7,29,0.4855555555555556,29.133333333333333
940270,MapQuest,34.737621000000004,-83.072029,0.0,R,Walhalla,SC,US/Eastern,KCEU,72.0,72.0,64.0,29.18,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,9,23,0.9955555555555555,59.733333333333334
2980859,Bing,42.943740000000005,-71.38893,0.0,R,Manchester,NH,US/Eastern,KMHT,33.0,33.0,23.0,30.02,10.0,SE,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,1,30,0.47305555555555556,28.383333333333333
1775053,MapQuest,39.042965,-122.77571100000002,0.0,L,Lucerne,CA,US/Pacific,KUKI,102.9,,18.0,29.86,10.0,West,12.7,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,7,17,0.49333333333333335,29.6
